date,close
2013-03-04,273.11
2013-03-01,265.74
2013-02-28,264.27
2013-02-27,263.25
2013-02-26,259.36
2013-02-25,259.87
2013-02-22,265.42
2013-02-21,265.94
2013-02-20,266.41
2013-02-19,269.75
2013-02-15,265.09
2013-02-14,269.24
2013-02-13,269.47
2013-02-12,258.7
2013-02-11,257.21
2013-02-08,261.95
2013-02-07,260.23
2013-02-06,262.22
2013-02-05,266.89
2013-02-04,259.98
2013-02-01,265.0
2013-01-31,265.5
2013-01-30,272.76
2013-01-29,260.35
2013-01-28,276.04
2013-01-25,283.99
2013-01-24,273.46
2013-01-23,268.11
2013-01-22,270.19
2013-01-18,272.12
2013-01-17,270.48
2013-01-16,268.93
2013-01-15,271.9
2013-01-14,272.73
2013-01-11,267.94
2013-01-10,265.34
2013-01-09,266.35
2013-01-08,266.38
2013-01-07,268.46
2013-01-04,259.15
2013-01-03,258.48
2013-01-02,257.31
2012-12-31,250.87
2012-12-28,245.18
2012-12-27,248.31
2012-12-26,248.63
2012-12-24,258.62
2012-12-21,256.92
2012-12-20,261.5
2012-12-19,257.99
2012-12-18,260.4
2012-12-17,253.86
2012-12-14,249.19
2012-12-13,251.25
2012-12-12,251.76
2012-12-11,250.69
2012-12-10,247.77
2012-12-07,253.27
2012-12-06,253.37
2012-12-05,253.96
2012-12-04,252.49
2012-12-03,250.33
2012-11-30,252.05
2012-11-29,251.27
2012-11-28,247.11
2012-11-27,243.4
2012-11-26,243.62
2012-11-23,239.88
2012-11-21,238.03
2012-11-20,233.78
2012-11-19,229.71
2012-11-16,225.23
2012-11-15,220.6
2012-11-14,222.95
2012-11-13,226.6
2012-11-12,226.47
2012-11-09,226.31
2012-11-08,227.35
2012-11-07,232.06
2012-11-06,237.56
2012-11-05,234.33
2012-11-02,232.42
2012-11-01,232.14
2012-10-31,232.89
2012-10-26,238.24
2012-10-25,222.92
2012-10-24,228.49
2012-10-23,234.31
2012-10-22,233.78
2012-10-19,240.0
2012-10-18,244.85
2012-10-17,247.49
2012-10-16,243.94
2012-10-15,244.18
2012-10-12,242.36
2012-10-11,244.22
2012-10-10,244.99
2012-10-09,250.96
2012-10-08,259.06
2012-10-05,258.51
2012-10-04,260.47
2012-10-03,255.92
2012-10-02,250.6
2012-10-01,252.01
2012-09-28,254.32
2012-09-27,256.59
2012-09-26,249.67
2012-09-25,252.46
2012-09-24,254.8
2012-09-21,257.47
2012-09-20,260.81
2012-09-19,261.68
2012-09-18,258.75
2012-09-17,258.0
2012-09-14,261.27
2012-09-13,260.24
2012-09-12,255.63
2012-09-11,255.67
2012-09-10,257.09
2012-09-07,259.14
2012-09-06,251.38
2012-09-05,246.22
2012-09-04,247.88
2012-08-31,248.27
2012-08-30,246.22
2012-08-29,247.12
2012-08-28,246.11
2012-08-27,243.92
2012-08-24,245.74
2012-08-23,241.2
2012-08-22,243.1
2012-08-21,239.45
2012-08-20,240.35
2012-08-17,241.17
2012-08-16,241.55
2012-08-15,237.42
2012-08-14,233.19
2012-08-13,232.44
2012-08-10,232.75
2012-08-09,234.06
2012-08-08,234.38
2012-08-07,236.56
2012-08-06,233.99
2012-08-03,234.97
2012-08-02,230.81
2012-08-01,232.09
2012-07-31,233.3
2012-07-30,236.09
2012-07-27,237.32
2012-07-26,220.01
2012-07-25,217.05
2012-07-24,223.04
2012-07-23,226.01
2012-07-20,228.29
2012-07-19,226.17
2012-07-18,217.47
2012-07-17,216.93
2012-07-16,216.01
2012-07-13,218.39
2012-07-12,215.36
2012-07-11,218.37
2012-07-10,219.5
2012-07-09,225.05
2012-07-06,225.05
2012-07-05,227.06
2012-07-03,229.53
2012-07-02,229.32
2012-06-29,228.35
2012-06-28,221.31
2012-06-27,225.62
2012-06-26,225.61
2012-06-25,220.07
2012-06-22,222.16
2012-06-21,220.57
2012-06-20,223.02
2012-06-19,224.03
2012-06-18,222.66
2012-06-15,218.35
2012-06-14,214.45
2012-06-13,214.73
2012-06-12,216.42
2012-06-11,216.5
2012-06-08,218.48
2012-06-07,218.8
2012-06-06,217.64
2012-06-05,213.21
2012-06-04,214.57
2012-06-01,208.22
2012-05-31,212.91
2012-05-30,209.23
2012-05-29,214.75
2012-05-25,212.89
2012-05-24,215.24
2012-05-23,217.28
2012-05-22,215.33
2012-05-21,218.11
2012-05-18,213.85
2012-05-17,218.36
2012-05-16,224.06
2012-05-15,224.39
2012-05-14,222.93
2012-05-11,227.68
2012-05-10,226.69
2012-05-09,222.98
2012-05-08,223.9
2012-05-07,225.16
2012-05-04,223.99
2012-05-03,229.45
2012-05-02,230.25
2012-05-01,230.04
2012-04-30,231.9
2012-04-27,226.85
2012-04-26,195.99
2012-04-25,194.42
2012-04-24,190.33
2012-04-23,188.24
2012-04-20,189.98
2012-04-19,191.1
2012-04-18,191.07
2012-04-17,188.39
2012-04-16,185.5
2012-04-13,188.46
2012-04-12,190.69
2012-04-11,187.97
2012-04-10,186.98
2012-04-09,191.87
2012-04-05,194.39
2012-04-04,193.99
2012-04-03,199.66
2012-04-02,198.05
2012-03-30,202.51
2012-03-29,204.61
2012-03-28,201.16
2012-03-27,205.44
2012-03-26,202.87
2012-03-23,195.04
2012-03-22,192.4
2012-03-21,191.73
2012-03-20,192.33
2012-03-19,185.52
2012-03-16,185.05
2012-03-15,184.43
2012-03-14,182.26
2012-03-13,184.59
2012-03-12,183.39
2012-03-09,184.32
2012-03-08,187.64
2012-03-07,183.77
2012-03-06,181.09
2012-03-05,180.26
2012-03-02,179.3
2012-03-01,180.04
2012-02-29,179.69
2012-02-28,183.8
2012-02-27,178.53
2012-02-24,179.13
2012-02-23,178.89
2012-02-22,180.58
2012-02-21,182.26
2012-02-17,182.5
2012-02-16,179.93
2012-02-15,184.47
2012-02-14,191.3
2012-02-13,191.59
2012-02-10,185.54
2012-02-09,184.98
2012-02-08,185.48
2012-02-07,184.19
2012-02-06,183.14
2012-02-03,187.68
2012-02-02,181.72
2012-02-01,179.46
2012-01-31,194.44
2012-01-30,192.15
2012-01-27,195.37
2012-01-26,193.32
2012-01-25,187.8
2012-01-24,187.0
2012-01-23,186.09
2012-01-20,190.93
2012-01-19,194.45
2012-01-18,189.44
2012-01-17,181.66
2012-01-13,178.42
2012-01-12,175.93
2012-01-11,178.9
2012-01-10,179.34
2012-01-09,178.56
2012-01-06,182.61
2012-01-05,177.61
2012-01-04,177.51
2012-01-03,179.03
2011-12-30,173.1
2011-12-29,173.86
2011-12-28,173.89
2011-12-27,176.27
2011-12-23,177.28
2011-12-22,179.03
2011-12-21,174.35
2011-12-20,182.52
2011-12-19,179.33
2011-12-16,181.26
2011-12-15,181.26
2011-12-14,180.21
2011-12-13,180.51
2011-12-12,189.52
2011-12-09,193.03
2011-12-08,190.48
2011-12-07,195.32
2011-12-06,191.99
2011-12-05,196.24
2011-12-02,196.03
2011-12-01,197.13
2011-11-30,192.29
2011-11-29,188.39
2011-11-28,194.15
2011-11-25,182.4
2011-11-23,188.99
2011-11-22,192.34
2011-11-21,189.25
2011-11-18,197.14
2011-11-17,204.52
2011-11-16,211.99
2011-11-15,217.83
2011-11-14,218.93
2011-11-11,217.39
2011-11-10,210.79
2011-11-09,211.22
2011-11-08,217.99
2011-11-07,217.0
2011-11-04,216.48
2011-11-03,218.29
2011-11-02,215.62
2011-11-01,212.1
2011-10-31,213.51
2011-10-28,217.32
2011-10-27,206.78
2011-10-26,198.4
2011-10-25,227.15
2011-10-24,237.61
2011-10-21,234.78
2011-10-20,233.61
2011-10-19,231.53
2011-10-18,243.88
2011-10-17,242.33
2011-10-14,246.71
2011-10-13,236.15
2011-10-12,236.81
2011-10-11,235.48
2011-10-10,231.32
2011-10-07,224.74
2011-10-06,221.51
2011-10-05,219.5
2011-10-04,212.5
2011-10-03,211.98
2011-09-30,216.23
2011-09-29,222.44
2011-09-28,229.71
2011-09-27,224.21
2011-09-26,229.85
2011-09-23,223.61
2011-09-22,223.23
2011-09-21,231.87
2011-09-20,233.25
2011-09-19,241.69
2011-09-16,239.3
2011-09-15,226.78
2011-09-14,222.57
2011-09-13,219.53
2011-09-12,216.56
2011-09-09,211.39
2011-09-08,217.26
2011-09-07,219.9
2011-09-06,216.18
2011-09-02,210.0
2011-09-01,212.54
2011-08-31,215.23
2011-08-30,210.92
2011-08-29,206.53
2011-08-26,199.27
2011-08-25,192.03
2011-08-24,193.73
2011-08-23,193.55
2011-08-22,177.54
2011-08-19,178.93
2011-08-18,182.52
2011-08-17,195.93
2011-08-16,197.68
2011-08-15,202.95
2011-08-12,202.3
2011-08-11,198.36
2011-08-10,194.13
2011-08-09,205.09
2011-08-08,193.7
2011-08-05,202.7
2011-08-04,201.48
2011-08-03,209.96
2011-08-02,211.7
2011-08-01,221.32
2011-07-29,222.52
2011-07-28,223.9
2011-07-27,222.52
2011-07-26,214.18
2011-07-25,213.49
2011-07-22,216.52
2011-07-21,213.21
2011-07-20,215.55
2011-07-19,218.06
2011-07-18,211.53
2011-07-15,212.87
2011-07-14,210.38
2011-07-13,213.5
2011-07-12,211.23
2011-07-11,212.55
2011-07-08,218.28
2011-07-07,216.74
2011-07-06,214.19
2011-07-05,213.19
2011-07-01,209.49
2011-06-30,204.49
2011-06-29,204.18
2011-06-28,202.35
2011-06-27,201.25
2011-06-24,192.55
2011-06-23,194.16
2011-06-22,191.63
2011-06-21,194.23
2011-06-20,187.72
2011-06-17,186.37
2011-06-16,183.65
2011-06-15,185.98
2011-06-14,189.96
2011-06-13,186.29
2011-06-10,186.53
2011-06-09,189.68
2011-06-08,188.05
2011-06-07,187.55
2011-06-06,185.69
2011-06-03,188.32
2011-06-02,193.65
2011-06-01,192.4
2011-05-31,196.69
2011-05-27,194.13
2011-05-26,195.0
2011-05-25,192.26
2011-05-24,193.27
2011-05-23,196.22
2011-05-20,198.65
2011-05-19,198.8
2011-05-18,197.09
2011-05-17,194.81
2011-05-16,192.51
2011-05-13,202.56
2011-05-12,206.07
2011-05-11,204.38
2011-05-10,203.94
2011-05-09,200.8
2011-05-06,197.6
2011-05-05,197.11
2011-05-04,199.97
2011-05-03,198.45
2011-05-02,201.19
2011-04-29,195.81
2011-04-28,195.07
2011-04-27,196.63
2011-04-26,182.3
2011-04-25,185.42
2011-04-21,185.89
2011-04-20,183.87
2011-04-19,178.82
2011-04-18,178.34
2011-04-15,180.01
2011-04-14,181.82
2011-04-13,182.29
2011-04-12,180.48
2011-04-11,184.04
2011-04-08,184.71
2011-04-07,184.91
2011-04-06,182.76
2011-04-05,185.29
2011-04-04,182.94
2011-04-01,180.13
2011-03-31,180.13
2011-03-30,179.42
2011-03-29,174.62
2011-03-28,169.35
2011-03-25,170.98
2011-03-24,171.1
2011-03-23,165.32
2011-03-22,162.6
2011-03-21,164.52
2011-03-18,161.82
2011-03-17,160.97
2011-03-16,164.7
2011-03-15,165.08
2011-03-14,166.73
2011-03-11,168.07
2011-03-10,166.14
2011-03-09,169.05
2011-03-08,166.89
2011-03-07,169.08
2011-03-04,171.67
2011-03-03,172.79
2011-03-02,172.02
2011-03-01,169.44
2011-02-28,173.29
2011-02-25,177.24
2011-02-24,177.75
2011-02-23,176.68
2011-02-22,180.42
2011-02-18,186.5
2011-02-17,187.76
2011-02-16,186.62
2011-02-15,189.03
2011-02-14,190.42
2011-02-11,189.25
2011-02-10,186.21
2011-02-09,185.3
2011-02-08,183.06
2011-02-07,176.43
2011-02-04,175.93
2011-02-03,173.71
2011-02-02,173.53
2011-02-01,172.11
2011-01-31,169.64
2011-01-28,171.14
2011-01-27,184.45
2011-01-26,175.39
2011-01-25,176.7
2011-01-24,176.85
2011-01-21,177.42
2011-01-20,181.96
2011-01-19,186.87
2011-01-18,191.25
2011-01-14,188.75
2011-01-13,185.53
2011-01-12,184.08
2011-01-11,184.34
2011-01-10,184.68
2011-01-07,185.49
2011-01-06,185.86
2011-01-05,187.42
2011-01-04,185.01
2011-01-03,184.22
2010-12-31,180.0
2010-12-30,182.75
2010-12-29,183.37
2010-12-28,181.09
2010-12-27,182.14
2010-12-23,182.59
2010-12-22,184.76
2010-12-21,184.75
2010-12-20,183.29
2010-12-17,177.58
2010-12-16,178.04
2010-12-15,175.57
2010-12-14,173.94
2010-12-13,174.25
2010-12-10,175.62
2010-12-09,174.85
2010-12-08,176.29
2010-12-07,176.77
2010-12-06,178.05
2010-12-03,175.68
2010-12-02,176.53
2010-12-01,176.55
2010-11-30,175.4
2010-11-29,179.49
2010-11-26,177.2
2010-11-24,177.25
2010-11-23,168.2
2010-11-22,170.39
2010-11-19,164.82
2010-11-18,164.17
2010-11-17,158.35
2010-11-16,157.78
2010-11-15,158.9
2010-11-12,165.68
2010-11-11,170.37
2010-11-10,173.33
2010-11-09,170.27
2010-11-08,171.99
2010-11-05,170.77
2010-11-04,168.93
2010-11-03,168.47
2010-11-02,164.61
2010-11-01,162.58
2010-10-29,165.23
2010-10-28,166.84
2010-10-27,167.51
2010-10-26,169.95
2010-10-25,169.0
2010-10-22,169.13
2010-10-21,164.97
2010-10-20,158.67
2010-10-19,158.67
2010-10-18,163.56
2010-10-15,164.64
2010-10-14,155.53
2010-10-13,155.17
2010-10-12,156.48
2010-10-11,153.03
2010-10-08,155.55
2010-10-07,156.27
2010-10-06,155.4
2010-10-05,160.87
2010-10-04,155.39
2010-10-01,153.71
2010-09-30,157.06
2010-09-29,158.99
2010-09-28,159.7
2010-09-27,159.37
2010-09-24,160.73
2010-09-23,152.85
2010-09-22,151.83
2010-09-21,150.73
2010-09-20,151.3
2010-09-17,148.32
2010-09-16,148.13
2010-09-15,145.45
2010-09-14,145.75
2010-09-13,145.07
2010-09-10,142.44
2010-09-09,140.38
2010-09-08,139.14
2010-09-07,137.22
2010-09-03,138.79
2010-09-02,135.21
2010-09-01,132.49
2010-08-31,124.83
2010-08-30,123.79
2010-08-27,126.64
2010-08-26,124.86
2010-08-25,126.85
2010-08-24,124.53
2010-08-23,126.6
2010-08-20,127.76
2010-08-19,127.57
2010-08-18,129.65
2010-08-17,128.86
2010-08-16,126.07
2010-08-13,124.69
2010-08-12,126.56
2010-08-11,125.89
2010-08-10,130.0
2010-08-09,128.83
2010-08-06,128.32
2010-08-05,127.83
2010-08-04,127.58
2010-08-03,122.42
2010-08-02,120.07
2010-07-30,117.89
2010-07-29,116.86
2010-07-28,117.13
2010-07-27,117.13
2010-07-26,118.4
2010-07-23,118.87
2010-07-22,120.07
2010-07-21,117.43
2010-07-20,120.1
2010-07-19,119.94
2010-07-16,118.49
2010-07-15,122.06
2010-07-14,123.3
2010-07-13,123.65
2010-07-12,119.51
2010-07-09,117.26
2010-07-08,116.22
2010-07-07,113.43
2010-07-06,110.06
2010-07-02,109.14
2010-07-01,110.96
2010-06-30,109.26
2010-06-29,108.61
2010-06-28,117.8
2010-06-25,121.0
2010-06-24,118.33
2010-06-23,121.45
2010-06-22,122.31
2010-06-21,122.55
2010-06-18,125.83
2010-06-17,125.89
2010-06-16,126.9
2010-06-15,126.84
2010-06-14,123.83
2010-06-11,123.03
2010-06-10,123.21
2010-06-09,117.91
2010-06-08,118.84
2010-06-07,122.01
2010-06-04,122.77
2010-06-03,128.76
2010-06-02,126.31
2010-06-01,123.24
2010-05-28,125.46
2010-05-27,126.7
2010-05-26,123.21
2010-05-25,124.86
2010-05-24,122.12
2010-05-21,122.72
2010-05-20,119.71
2010-05-19,124.59
2010-05-18,126.28
2010-05-17,128.91
2010-05-14,128.53
2010-05-13,131.47
2010-05-12,133.87
2010-05-11,130.46
2010-05-10,131.29
2010-05-07,124.98
2010-05-06,128.71
2010-05-05,130.93
2010-05-04,129.83
2010-05-03,137.49
2010-04-30,137.1
2010-04-29,141.73
2010-04-28,139.35
2010-04-27,142.02
2010-04-26,147.11
2010-04-23,143.63
2010-04-22,150.09
2010-04-21,146.43
2010-04-20,144.2
2010-04-19,142.43
2010-04-16,142.17
2010-04-15,145.82
2010-04-14,144.28
2010-04-13,140.16
2010-04-12,141.2
2010-04-09,140.06
2010-04-08,140.96
2010-04-07,134.87
2010-04-06,135.56
2010-04-05,131.49
2010-04-01,131.81
2010-03-31,135.77
2010-03-30,136.58
2010-03-29,135.12
2010-03-26,135.06
2010-03-25,134.73
2010-03-24,128.04
2010-03-23,129.26
2010-03-22,130.47
2010-03-19,130.35
2010-03-18,132.76
2010-03-17,131.34
2010-03-16,131.79
2010-03-15,131.13
2010-03-12,131.82
2010-03-11,133.58
2010-03-10,130.51
2010-03-09,128.82
2010-03-08,130.11
2010-03-05,128.91
2010-03-04,128.53
2010-03-03,125.89
2010-03-02,125.53
2010-03-01,124.54
2010-02-26,118.4
2010-02-25,118.2
2010-02-24,119.72
2010-02-23,117.24
2010-02-22,118.01
2010-02-19,117.52
2010-02-18,118.08
2010-02-17,116.31
2010-02-16,117.53
2010-02-12,119.66
2010-02-11,120.09
2010-02-10,117.36
2010-02-09,118.03
2010-02-08,116.83
2010-02-05,117.39
2010-02-04,115.94
2010-02-03,119.1
2010-02-02,118.12
2010-02-01,118.87
2010-01-29,125.41
2010-01-28,126.03
2010-01-27,122.75
2010-01-26,119.48
2010-01-25,120.31
2010-01-22,121.43
2010-01-21,126.62
2010-01-20,125.78
2010-01-19,127.61
2010-01-15,127.14
2010-01-14,127.35
2010-01-13,129.11
2010-01-12,127.35
2010-01-11,130.31
2010-01-08,133.52
2010-01-07,130.0
2010-01-06,132.25
2010-01-05,134.69
2010-01-04,133.9
2009-12-31,134.52
2009-12-30,136.49
2009-12-29,139.41
2009-12-28,139.31
2009-12-24,138.47
2009-12-23,138.94
2009-12-22,133.75
2009-12-21,132.79
2009-12-18,128.48
2009-12-17,126.91
2009-12-16,128.36
2009-12-15,130.23
2009-12-14,131.38
2009-12-11,134.15
2009-12-10,135.38
2009-12-09,131.31
2009-12-08,134.11
2009-12-07,134.21
2009-12-04,137.58
2009-12-03,141.17
2009-12-02,142.25
2009-12-01,138.5
2009-11-30,135.91
2009-11-27,131.74
2009-11-25,134.03
2009-11-24,132.94
2009-11-23,133.0
2009-11-20,129.66
2009-11-19,128.99
2009-11-18,131.29
2009-11-17,131.25
2009-11-16,131.59
2009-11-13,132.97
2009-11-12,130.53
2009-11-11,129.91
2009-11-10,130.15
2009-11-09,126.67
2009-11-06,126.2
2009-11-05,120.61
2009-11-04,117.1
2009-11-03,118.37
2009-11-02,118.84
2009-10-30,118.81
2009-10-29,122.58
2009-10-28,121.64
2009-10-27,122.07
2009-10-26,124.64
2009-10-23,118.49
2009-10-22,93.45
2009-10-21,93.42
2009-10-20,94.98
2009-10-19,94.68
2009-10-16,95.32
2009-10-15,96.01
2009-10-14,97.46
2009-10-13,94.83
2009-10-12,93.6
2009-10-09,95.71
2009-10-08,95.22
2009-10-07,93.97
2009-10-06,90.91
2009-10-05,88.67
2009-10-02,89.85
2009-10-01,91.04
2009-09-30,93.36
2009-09-29,91.72
2009-09-28,92.21
2009-09-25,90.52
2009-09-24,92.11
2009-09-23,92.38
2009-09-22,93.75
2009-09-21,90.56
2009-09-18,90.28
2009-09-17,90.44
2009-09-16,90.7
2009-09-15,83.55
2009-09-14,83.86
2009-09-11,84.54
2009-09-10,83.85
2009-09-09,82.24
2009-09-08,80.9
2009-09-04,78.87
2009-09-03,78.46
2009-09-02,78.14
2009-09-01,79.16
2009-08-31,81.19
2009-08-28,82.76
2009-08-27,84.31
2009-08-26,84.0
2009-08-25,84.19
2009-08-24,84.5
2009-08-21,85.0
2009-08-20,84.09
2009-08-19,83.0
2009-08-18,82.12
2009-08-17,81.06
2009-08-14,83.58
2009-08-13,84.6
2009-08-12,85.96
2009-08-11,83.56
2009-08-10,84.44
2009-08-07,85.32
2009-08-06,84.47
2009-08-05,84.29
2009-08-04,85.8
2009-08-03,87.44
2009-07-31,85.76
2009-07-30,86.09
2009-07-29,84.34
2009-07-28,84.98
2009-07-27,84.24
2009-07-24,86.49
2009-07-23,93.87
2009-07-22,88.79
2009-07-21,89.01
2009-07-20,88.23
2009-07-17,85.85
2009-07-16,86.11
2009-07-15,84.55
2009-07-14,81.95
2009-07-13,81.47
2009-07-10,77.63
2009-07-09,78.1
2009-07-08,77.36
2009-07-07,75.63
2009-07-06,78.1
2009-07-02,79.32
2009-07-01,81.6
2009-06-30,83.66
2009-06-29,83.03
2009-06-26,83.88
2009-06-25,82.2
2009-06-24,79.27
2009-06-23,77.68
2009-06-22,79.15
2009-06-19,82.96
2009-06-18,81.6
2009-06-17,82.65
2009-06-16,82.15
2009-06-15,83.18
2009-06-12,84.08
2009-06-11,85.69
2009-06-10,86.59
2009-06-09,87.08
2009-06-08,86.36
2009-06-05,87.56
2009-06-04,85.52
2009-06-03,85.68
2009-06-02,84.93
2009-06-01,83.05
2009-05-29,77.99
2009-05-28,77.65
2009-05-27,77.1
2009-05-26,78.39
2009-05-22,75.64
2009-05-21,75.96
2009-05-20,77.97
2009-05-19,77.87
2009-05-18,75.95
2009-05-15,73.6
2009-05-14,75.11
2009-05-13,74.19
2009-05-12,77.93
2009-05-11,78.61
2009-05-08,77.95
2009-05-07,79.28
2009-05-06,81.99
2009-05-05,81.9
2009-05-04,79.77
2009-05-01,78.96
2009-04-30,80.52
2009-04-29,79.79
2009-04-28,82.4
2009-04-27,83.12
2009-04-24,84.46
2009-04-23,80.61
2009-04-22,79.2
2009-04-21,78.74
2009-04-20,77.57
2009-04-17,78.05
2009-04-16,77.25
2009-04-15,74.71
2009-04-14,77.22
2009-04-13,78.94
2009-04-09,79.77
2009-04-08,76.98
2009-04-07,75.51
2009-04-06,77.99
2009-04-03,78.17
2009-04-02,76.34
2009-04-01,73.5
2009-03-31,73.44
2009-03-30,71.44
2009-03-27,70.52
2009-03-26,73.69
2009-03-25,72.4
2009-03-24,72.81
2009-03-23,75.58
2009-03-20,69.96
2009-03-19,70.1
2009-03-18,71.25
2009-03-17,71.35
2009-03-16,66.98
2009-03-13,68.63
2009-03-12,69.58
2009-03-11,68.54
2009-03-10,65.71
2009-03-09,60.49
2009-03-06,61.69
2009-03-05,64.77
2009-03-04,64.81
2009-03-03,61.7
2009-03-02,61.99
2009-02-27,64.79
2009-02-26,62.34
2009-02-25,63.71
2009-02-24,65.6
2009-02-23,61.71
2009-02-20,63.86
2009-02-19,61.95
2009-02-18,62.35
2009-02-17,61.67
2009-02-13,63.26
2009-02-12,63.96
2009-02-11,64.35
2009-02-10,63.31
2009-02-09,66.71
2009-02-06,66.55
2009-02-05,63.18
2009-02-04,61.06
2009-02-03,63.59
2009-02-02,61.15
2009-01-30,58.82
2009-01-29,50.0
2009-01-28,50.36
2009-01-27,48.44
2009-01-26,49.63
2009-01-23,50.63
2009-01-22,49.94
2009-01-21,50.54
